,new_machine,cost,revenue
2226,1,0.39,0.0
2227,1,2.85,22.35
2228,1,9.51,87.71
2229,0,7.24,67.52
2230,0,2.64,22.86
2231,1,1.12,6.5
2232,0,1.2,8.56
2233,0,6.85,63.97
2234,0,2.03,14.26
2235,1,0.7,1.81
2236,0,0.86,4.68
2237,1,1.44,4.93
2238,1,0.98,0.02
2239,1,2.64,16.45
2240,1,8.29,70.79
2241,1,3.42,29.91
2242,1,0.76,1.1
2243,0,0.02,0.0
2244,0,0.97,7.24
2245,0,1.35,8.93
2246,0,4.5,39.17
2247,1,10.88,99.8
2248,0,1.47,10.58
2249,1,3.9,32.17
2250,1,16.46,155.87
2251,1,4.5,37.53
2252,1,4.02,29.56
2253,1,0.72,0.15
2254,1,2.0,9.51
2255,1,8.27,70.83
2256,1,1.41,5.03
2257,1,6.24,54.44
2258,0,3.58,31.88
2259,1,1.5,10.41
2260,1,2.53,18.27
2261,0,2.35,19.46
2262,1,4.18,33.28
2263,0,2.18,17.94
2264,0,0.43,0.53
2265,1,5.17,40.25
2266,1,1.62,11.25
2267,1,10.53,97.55
2268,0,1.0,5.43
2269,1,1.85,7.62
2270,1,1.51,9.5
2271,0,2.55,21.22
2272,1,7.61,64.3
2273,1,0.79,2.48
2274,0,0.98,6.18
2275,0,2.61,20.13
2276,0,1.82,14.83
2277,1,2.21,14.76
2278,0,5.16,47.65
2279,0,7.73,74.88
2280,1,2.02,16.93
2281,1,4.46,34.38
2282,1,5.27,47.02
2283,0,2.19,18.01
2284,0,1.05,6.39
2285,0,3.05,27.04
2286,1,3.24,21.69
2287,0,6.96,67.31
2288,1,0.49,0.0
2289,0,7.23,67.06
2290,0,2.29,18.75
2291,1,0.12,0.0
2292,0,1.27,8.85
2293,0,3.87,35.26
2294,0,2.01,16.17
2295,1,12.06,116.56
2296,0,1.65,12.27
2297,0,1.19,7.41
2298,0,5.17,47.48
2299,1,3.21,21.95
2300,1,4.01,30.91
2301,1,5.03,45.51
2302,0,3.34,29.6
2303,0,1.65,13.81
2304,0,0.4,1.27
2305,0,2.6,21.59
2306,0,6.83,63.74
2307,1,2.12,14.68
2308,0,7.25,66.99
2309,0,2.1,16.5
2310,1,2.94,26.13
2311,0,5.37,48.61
2312,1,2.76,21.19
2313,1,0.61,0.0
2314,0,11.89,114.75
2315,1,1.47,5.88
2316,1,4.48,35.46
2317,0,2.11,16.74
2318,0,1.95,14.83
2319,1,1.61,5.42
2320,0,3.84,34.63
2321,1,1.07,1.73
2322,0,13.95,137.14
2323,1,5.96,52.81
2324,1,3.07,19.8
2325,0,1.66,10.58
2326,1,1.89,7.46
2327,1,2.76,17.06
2328,0,6.35,60.59
2329,0,0.96,6.07
2330,1,2.11,14.57
2331,1,0.87,4.75
2332,1,1.78,9.14
2333,0,0.63,4.04
2334,1,14.16,135.02
2335,0,2.54,19.29
2336,1,4.61,36.57
2337,0,0.31,0.36
2338,0,1.37,8.97
2339,1,6.88,65.07
2340,1,1.22,0.0
2341,0,0.54,3.07
2342,1,3.55,25.73
2343,0,2.92,24.41
2344,0,5.46,49.99
2345,0,8.22,77.92
2346,1,0.79,0.0
2347,1,1.08,4.28
2348,0,1.67,12.77
2349,1,0.39,0.0
2350,0,0.22,0.0
2351,0,0.77,5.11
2352,1,2.92,17.19
2353,0,0.87,4.98
2354,0,6.28,60.14
2355,1,1.91,9.73
2356,1,7.94,73.9
2357,0,11.04,107.58
2358,0,1.79,15.7
2359,0,0.77,2.95
2360,0,1.03,7.16
2361,0,4.49,40.32
2362,0,0.96,7.51
2363,1,1.53,9.82
2364,1,2.7,17.99
2365,0,2.57,22.17
2366,1,17.29,164.2
2367,0,0.79,3.74
2368,1,2.03,11.17
2369,1,1.14,4.98
2370,1,1.65,8.64
2371,0,0.32,0.0
2372,1,1.43,9.56
2373,1,7.15,62.43
2374,1,1.95,8.67
2375,0,1.4,9.69
2376,0,8.67,81.15
2377,1,4.01,35.64
2378,0,2.18,21.02
2379,0,4.5,41.66
2380,1,1.02,2.0
2381,0,1.87,14.86
2382,1,0.81,0.75
2383,0,0.8,3.97
2384,1,1.16,1.84
2385,1,1.71,10.25
2386,0,1.44,10.43
2387,1,9.22,85.84
2388,1,1.08,5.76
2389,0,1.92,15.78
2390,0,5.0,45.02
2391,1,5.53,47.79
2392,1,4.45,39.19
2393,1,1.47,6.96
2394,1,2.14,14.48
2395,1,1.0,2.59
2396,1,1.24,4.33
2397,0,1.72,13.93
2398,1,4.52,36.04
2399,0,2.24,18.7
2400,1,6.98,63.57
2401,0,5.33,51.26
2402,1,1.0,0.0
2403,1,3.45,22.49
2404,0,2.82,25.29
2405,1,10.52,94.69
2406,0,0.07,0.0
2407,1,3.1,22.12
2408,1,1.28,3.3
2409,0,0.17,0.0
2410,0,2.66,20.75
2411,0,4.44,40.9
2412,1,5.07,40.28
2413,0,0.09,0.0
2414,0,1.57,11.98
2415,1,0.69,0.0
2416,1,1.56,7.73
2417,1,1.26,5.45
2418,0,0.73,3.99
2419,1,2.13,9.66
2420,0,0.97,4.63
2421,1,9.9,93.27
2422,1,2.01,10.36
2423,1,7.21,63.83
2424,1,0.98,2.55
2425,1,4.88,37.75
2426,1,0.52,0.0
2427,0,1.86,14.14
2428,0,0.02,0.0
2429,0,4.99,45.39
2430,0,9.02,84.85
2431,0,0.11,0.0
2432,1,8.9,78.12
2433,0,4.46,39.07
2434,0,1.33,10.54
2435,1,8.04,70.92
2436,1,1.5,6.4
2437,1,1.68,12.24
2438,1,0.93,0.0
2439,1,3.53,27.46
2440,0,0.09,0.0
2441,0,1.99,15.91
2442,1,3.62,29.66
2443,0,5.17,47.82
2444,1,0.74,0.54
2445,0,4.21,37.97
2446,1,4.79,35.6
2447,1,2.57,19.66
2448,0,2.64,24.63
2449,1,1.03,0.8
2450,1,2.96,24.81
2451,0,1.44,9.78
2452,0,6.07,57.67
2453,0,1.13,7.8
2454,0,2.58,23.08
2455,1,2.38,13.77
2456,0,6.27,59.43
2457,0,0.88,4.86
2458,0,0.25,0.0
2459,0,4.14,39.01
2460,1,2.21,12.41
2461,0,2.67,20.25
2462,0,0.08,0.0
2463,1,9.99,89.35
2464,1,7.14,60.48
2465,1,3.27,25.2
2466,1,1.04,0.0
2467,1,2.37,11.72
2468,1,12.27,112.84
2469,1,3.64,29.15
2470,1,0.76,2.44
2471,0,1.85,14.12
2472,1,10.28,98.45
2473,1,3.19,19.74
2474,0,0.07,0.0
2475,0,2.9,24.66
2476,0,0.95,6.04
2477,0,0.31,0.0
2478,0,1.55,11.92
2479,0,2.45,21.79
2480,0,0.05,0.0
2481,0,2.46,22.83
2482,0,2.15,15.5
2483,1,5.26,44.29
2484,0,1.65,14.57
2485,0,2.42,20.87
2486,1,4.8,36.93
2487,1,7.03,64.65
2488,1,1.51,11.04
2489,1,2.93,24.45
2490,0,3.56,31.08
2491,0,0.13,0.0
2492,1,5.04,45.56
2493,1,1.86,12.08
2494,0,3.33,30.34
2495,1,2.45,15.7
2496,1,4.04,34.76
2497,0,3.87,35.85
2498,0,0.64,1.19
2499,1,3.57,28.48
2500,1,6.39,54.24
2501,1,1.77,6.33
2502,0,4.26,38.19
2503,0,3.01,26.15
2504,1,10.1,90.52
2505,1,1.55,5.89
2506,0,0.5,2.43
2507,0,1.12,7.47
2508,0,0.9,4.96
2509,1,4.89,38.84
2510,1,3.97,36.1
2511,1,3.7,29.89
2512,1,0.77,2.39
2513,0,5.94,54.02
2514,0,9.41,89.24
2515,0,2.28,19.56
2516,0,3.14,26.38
2517,0,2.08,16.73
2518,1,1.65,7.74
2519,0,1.01,5.29
2520,0,1.13,9.09
2521,1,1.47,2.44
2522,0,6.97,65.63
2523,0,5.86,54.32
2524,1,2.71,16.81
2525,0,1.37,8.26
2526,0,8.39,80.54
2527,1,1.74,4.66
2528,0,2.42,20.56
2529,0,0.17,0.0
2530,0,0.64,2.96
2531,0,2.78,22.65
2532,1,3.69,29.37
2533,1,3.13,23.06
2534,1,6.59,57.42
2535,1,15.69,149.85
2536,1,4.39,37.43
2537,1,2.11,14.76
2538,1,5.95,50.31
2539,0,0.38,0.0
2540,1,3.69,30.78
2541,0,2.19,17.93
2542,0,0.59,2.75
2543,1,11.36,105.89
2544,1,1.62,9.66
2545,0,2.87,25.55
2546,1,6.37,58.85
2547,0,2.12,16.95
2548,1,1.18,2.06
2549,0,5.12,46.8
2550,0,1.31,9.83
2551,1,12.48,117.85
2552,1,6.6,59.96
2553,1,5.79,53.44
2554,0,1.32,9.77
2555,1,4.84,39.06
2556,0,12.88,124.82
2557,1,2.65,19.78
2558,1,2.03,15.78
2559,0,0.04,0.0
2560,1,4.25,33.96
2561,1,6.18,54.86
2562,1,1.16,4.74
2563,0,1.14,7.96
2564,0,2.08,16.48
2565,1,0.24,0.0
2566,1,0.59,0.23
2567,1,2.51,14.12
2568,1,1.78,6.65
2569,0,1.56,11.36
2570,1,2.01,13.97
2571,1,11.89,110.02
2572,1,9.15,84.06
2573,1,0.71,2.42
2574,0,6.43,60.64
2575,0,0.25,0.57
2576,0,2.13,16.75
2577,1,1.3,5.16
2578,1,2.28,12.31
2579,0,4.08,37.18
2580,0,1.66,12.71
2581,1,5.3,45.32
2582,0,3.81,33.37
2583,1,9.05,81.27
2584,0,2.29,18.06
2585,0,4.86,44.27
2586,1,2.15,9.38
2587,0,1.27,9.47
2588,1,2.32,13.55
2589,1,1.97,13.84
2590,1,0.78,0.0
2591,0,2.2,17.99
2592,0,0.31,0.0
2593,0,6.62,60.02
2594,1,0.86,0.0
2595,0,1.79,13.75
2596,0,1.01,7.65
2597,0,0.5,1.43
2598,1,5.13,42.13
2599,1,4.35,34.98
2600,1,1.02,2.8
2601,1,3.49,26.59
2602,0,4.72,43.95
2603,1,4.75,40.14
2604,1,1.2,0.71
2605,1,4.32,30.54
2606,1,4.28,36.1
2607,1,6.56,56.39
2608,0,2.13,17.69
2609,1,2.1,14.35
2610,0,10.07,96.16
2611,0,4.78,41.87
2612,1,2.85,21.25
2613,0,1.2,7.58
2614,1,6.29,54.8
2615,1,2.55,16.65
2616,0,0.29,0.0
2617,0,1.82,13.64
2618,1,6.96,58.12
2619,1,1.84,14.98
2620,0,0.04,0.0
2621,0,2.84,24.7
2622,0,16.44,161.1
2623,0,5.1,46.52
2624,1,3.11,23.63
2625,0,7.37,70.55
2626,0,5.04,48.11
2627,1,2.44,17.4
2628,1,3.34,24.53
2629,1,4.76,35.85
2630,1,6.4,53.74
2631,1,0.78,0.28
2632,0,4.47,38.36
2633,0,1.78,13.71
2634,0,3.24,27.82
2635,1,5.11,42.38
2636,0,2.33,18.97
2637,0,0.52,1.43
2638,0,1.58,13.27
2639,1,0.82,0.0
2640,0,3.51,32.42
2641,1,9.48,88.77
2642,1,4.83,44.43
2643,1,1.5,12.15
2644,1,3.24,23.27
2645,1,1.14,6.6
2646,1,3.26,22.45
2647,1,1.96,7.32
2648,1,4.92,36.45
2649,0,0.9,5.21
2650,1,10.01,97.46
2651,0,3.25,29.93
2652,0,0.21,0.0
2653,1,0.11,0.0
2654,1,17.53,169.31
2655,1,0.87,1.61
2656,1,1.65,7.41
2657,1,1.27,5.23
2658,1,8.67,75.64
2659,0,3.17,25.29
2660,1,2.4,17.42
2661,0,2.45,21.04
2662,1,1.66,9.68
2663,1,2.86,26.68
2664,1,2.51,13.06
2665,1,1.16,3.39
2666,1,3.79,30.37
2667,0,1.4,9.73
2668,1,5.39,41.99
2669,1,1.97,11.92
2670,0,2.13,16.3
2671,1,5.16,43.79
2672,0,1.78,14.29
2673,0,10.16,97.24
2674,0,4.73,44.22
2675,0,5.25,48.71
2676,0,9.23,87.85
2677,1,2.19,12.27
2678,0,2.6,20.82
2679,1,3.66,30.74
2680,1,3.67,28.7
2681,0,9.17,88.24
2682,1,1.25,5.34
2683,0,1.03,6.44
2684,0,7.5,71.36
2685,1,5.19,44.83
2686,1,1.13,2.93
2687,1,2.61,21.07
2688,1,4.48,37.96
2689,0,1.31,8.45
2690,0,1.71,12.61
2691,1,2.69,21.92
2692,0,1.89,14.25
2693,0,4.2,37.31
2694,0,0.02,0.0
2695,0,1.71,15.19
2696,0,1.24,9.99
2697,1,3.27,25.0
2698,1,5.45,43.22
2699,1,0.63,0.0
2700,0,0.52,2.32
2701,1,4.22,29.79
2702,0,4.02,34.9
2703,1,3.26,23.12
2704,1,12.45,119.25
2705,0,2.08,16.76
2706,0,0.44,0.49
2707,0,3.48,28.74
2708,1,2.83,23.2
2709,1,3.64,24.91
2710,0,2.37,19.86
2711,1,9.3,81.64
2712,1,0.47,0.11
2713,0,0.23,0.0
2714,0,0.5,0.0
2715,1,1.24,5.7
2716,0,2.7,24.31
2717,0,2.84,25.4
2718,1,1.44,5.41
2719,1,2.55,16.62
2720,1,2.86,15.66
2721,0,1.81,14.2
2722,1,5.23,44.46
2723,1,2.5,14.56
2724,0,4.26,39.99
2725,1,1.44,3.26
2726,0,2.28,19.11
2727,1,5.75,48.98
2728,0,0.59,1.44
2729,1,2.37,15.35
2730,0,2.82,23.4
2731,1,1.01,4.09
2732,0,4.24,37.62
2733,0,0.25,0.0
2734,0,8.78,84.32
2735,0,1.89,14.44
2736,0,1.23,6.69
2737,1,1.01,1.64
2738,1,1.78,12.06
2739,0,3.23,29.38
2740,1,0.35,0.0
2741,1,1.25,6.74
2742,0,5.42,49.53
2743,1,3.53,29.11
2744,1,1.19,4.26
2745,0,0.53,1.7
2746,0,7.05,66.56
2747,1,1.51,8.15
2748,1,0.9,0.98
2749,1,30.83,304.15
2750,1,1.99,8.68
2751,1,0.86,0.98
2752,1,2.48,15.65
2753,0,1.71,11.8
2754,0,7.84,74.6
2755,0,0.43,1.28
2756,0,0.29,0.0
2757,1,0.73,0.82
2758,1,7.79,68.73
2759,1,2.15,14.84
2760,1,0.54,0.0
2761,0,2.7,23.65
2762,1,2.97,21.24
2763,0,0.66,1.49
2764,0,2.77,23.56
2765,1,1.92,10.03
2766,0,0.82,4.1
2767,1,2.49,19.69
2768,0,1.03,5.71
2769,1,1.55,5.72
2770,0,6.35,59.82
2771,0,0.51,2.05
2772,1,1.07,7.43
2773,0,1.46,9.7
2774,0,0.96,4.53
2775,1,1.59,5.55
2776,1,4.58,40.57
2777,1,1.46,9.06
2778,1,0.41,0.0
2779,1,2.8,19.52
2780,0,0.4,0.39
2781,0,1.33,10.07
2782,0,6.41,60.02
2783,0,1.38,9.89
2784,1,3.21,27.18
2785,1,2.74,19.09
2786,1,1.19,0.33
2787,1,3.94,29.35
2788,1,6.48,54.72
2789,1,1.29,0.0
2790,0,4.2,38.55
2791,1,4.13,33.06
2792,1,6.92,59.04
2793,1,1.05,2.52
2794,0,1.09,7.45
2795,0,3.56,32.18
2796,1,0.22,0.0
2797,0,3.97,35.82
2798,1,6.15,55.02
2799,0,1.81,13.12
2800,0,1.71,14.49
2801,1,1.33,7.02
2802,1,0.82,0.0
2803,0,0.62,3.41
2804,1,12.01,113.11
2805,1,6.91,58.9
2806,0,0.93,5.0
2807,1,10.28,95.4
2808,1,1.91,8.83
2809,1,1.97,8.41
2810,1,1.46,2.47
2811,1,7.04,65.36
2812,0,13.03,126.03
2813,0,1.19,7.72
2814,0,3.65,34.85
2815,1,1.24,8.32
2816,0,0.33,0.0
2817,0,1.5,10.98
2818,0,2.41,19.8
2819,0,0.39,0.14
2820,1,5.24,47.01
2821,0,2.06,15.48
2822,1,1.64,7.34
2823,1,3.29,24.73
2824,0,4.73,43.08
2825,1,1.31,8.01
2826,1,4.31,34.6
2827,1,2.25,13.24
2828,1,10.81,96.39
2829,1,4.9,40.66
2830,0,1.32,9.15
2831,1,0.56,0.0
2832,0,3.21,29.2
2833,0,0.66,2.35
2834,1,1.33,1.8
2835,0,8.05,77.99
2836,1,30.22,292.11
2837,0,0.94,6.21
2838,1,1.64,7.11
2839,1,1.45,2.57
2840,0,1.84,15.22
2841,1,6.96,58.16
2842,0,3.63,33.0
2843,0,5.62,52.87
2844,1,1.58,4.43
2845,1,4.48,36.96
2846,0,7.52,71.13
2847,0,0.99,6.19
2848,0,3.52,31.95
2849,0,1.54,12.18
2850,0,1.03,6.32
2851,0,10.48,100.89
2852,1,1.37,9.74
2853,1,0.8,0.0
2854,0,1.48,10.91
2855,0,1.78,12.37
2856,1,5.08,38.71
2857,0,8.98,86.47
2858,0,5.1,49.51
2859,1,8.61,76.87
2860,1,2.16,15.24
2861,0,3.81,34.42
2862,0,1.11,6.96
2863,1,0.58,0.0
2864,1,2.21,12.44
2865,1,3.96,33.2
2866,1,1.01,6.94
2867,1,5.95,55.64
2868,1,5.42,45.86
2869,1,0.69,1.03
2870,0,1.21,7.61
2871,0,5.23,48.16
2872,1,1.26,5.64
2873,1,1.46,8.57
2874,1,2.07,8.79
2875,1,5.57,48.91
2876,1,1.05,0.96
2877,1,0.45,0.0
2878,1,3.54,24.58
2879,0,1.52,11.01
2880,0,3.01,25.57
2881,0,0.93,4.29
2882,1,7.48,68.31
2883,1,4.66,39.89
2884,1,1.09,1.93
2885,1,5.25,44.32
2886,1,11.34,101.59
2887,0,8.56,81.78
2888,1,4.06,34.57
2889,1,0.53,0.44
2890,1,2.83,21.63
2891,0,1.0,6.49
2892,1,10.73,103.03
2893,1,4.47,33.99
2894,1,3.61,25.38
2895,0,3.56,31.58
2896,1,2.46,13.37
2897,0,1.4,10.35
2898,1,8.98,79.66
2899,1,2.09,8.68
2900,1,0.77,0.0
2901,0,1.54,10.96
2902,0,4.69,42.03
2903,1,3.8,28.46
2904,1,10.3,94.67
2905,0,0.34,0.0
2906,0,7.28,66.51
2907,0,1.38,9.69
2908,1,1.97,14.46
2909,1,2.23,14.04
2910,0,0.37,0.0
2911,0,0.85,4.08
2912,1,4.22,36.8
2913,1,0.89,0.0
2914,0,0.43,1.07
2915,0,0.08,0.0
2916,0,5.84,53.93
2917,1,3.63,25.82
2918,0,0.56,1.82
2919,1,4.99,40.31
2920,1,10.5,97.84
2921,1,9.05,77.87
2922,0,7.64,73.72
2923,0,0.02,0.0
2924,0,2.67,22.54
2925,1,1.73,7.22
2926,0,2.49,19.3
2927,1,2.07,10.19
2928,1,0.73,0.79
2929,0,1.76,14.5
2930,0,2.05,15.52
2931,1,14.68,136.31
2932,1,1.08,0.0
2933,1,2.01,8.84
2934,1,6.28,52.9
2935,1,3.41,28.13
2936,1,5.33,46.61
2937,0,3.24,25.78
2938,1,4.81,40.62
2939,0,2.04,16.58
2940,0,0.69,3.74
2941,0,4.98,44.76
2942,1,3.24,20.85
2943,1,1.33,2.43
2944,0,4.9,43.72
2945,1,10.17,93.62
2946,1,1.75,9.64
2947,1,2.03,9.2
2948,0,0.26,0.0
2949,0,3.28,28.53
2950,0,9.58,91.6
2951,0,0.44,0.21
2952,1,2.4,15.76
2953,0,0.31,0.0
2954,1,0.87,0.0
2955,1,3.94,30.34
2956,0,6.07,57.23
2957,1,2.01,9.46
2958,1,6.72,60.01
2959,1,0.7,0.72
2960,1,1.19,4.63
2961,1,7.09,65.69
2962,1,2.44,17.58
2963,1,2.98,23.21
2964,1,0.57,0.0
2965,0,0.41,0.0
2966,0,0.17,0.0
2967,0,7.06,66.7
2968,1,0.96,2.41
2969,1,6.06,54.33
2970,0,1.3,8.11
2971,1,5.22,44.23
2972,1,1.91,10.55
2973,1,1.11,5.27
2974,1,1.19,1.62
2975,1,1.63,7.37
2976,0,1.91,16.89
2977,0,5.1,45.58
2978,0,1.81,14.41
2979,0,10.67,103.0
2980,1,2.36,18.06
2981,0,0.08,0.0
2982,1,2.17,13.81
2983,0,3.5,31.37
2984,0,0.8,3.26
2985,1,4.56,34.49
2986,1,2.18,17.86
2987,0,0.08,0.0
2988,1,5.17,41.09
2989,1,3.26,23.0
2990,0,0.26,0.0
2991,0,1.93,15.8
2992,0,1.02,5.1
2993,0,6.35,57.84
2994,1,1.06,8.47
2995,1,9.32,83.04
2996,0,2.37,19.23
2997,0,1.17,6.01
2998,1,5.58,47.41
2999,1,4.42,32.56
3000,0,1.6,12.93
3001,1,3.12,25.05
3002,0,4.52,41.93
3003,0,5.72,50.63
3004,0,5.09,47.79
3005,0,0.54,1.41
3006,1,5.57,49.35
3007,0,0.18,0.0
3008,1,0.75,3.67
3009,0,2.93,25.1
3010,1,0.76,0.0
3011,1,3.53,22.71
3012,0,1.1,6.06
3013,0,1.68,12.47
3014,0,1.14,8.82
3015,1,0.22,0.0
3016,1,2.86,18.54
3017,1,10.53,97.7
3018,0,2.84,24.07
3019,0,1.07,7.0
3020,0,9.38,88.81
3021,0,1.48,11.18
3022,1,3.59,31.03
3023,0,3.02,26.29
3024,1,9.61,89.44
3025,1,7.55,73.47
3026,0,0.48,0.76
3027,1,1.05,0.02
3028,0,4.98,44.03
3029,0,7.06,65.41
3030,1,2.57,17.48
3031,1,4.01,32.51
3032,1,0.84,0.92
3033,1,0.75,3.63
3034,1,0.85,1.99
3035,0,2.76,23.37
3036,0,0.66,4.15
3037,0,0.19,0.0
3038,1,1.19,8.72
3039,0,3.39,31.37
3040,0,2.59,22.1
3041,0,1.2,6.68
3042,0,5.38,50.23
3043,1,1.67,6.96
3044,1,1.36,4.58
3045,0,2.46,20.92
3046,1,2.44,15.02
3047,1,2.72,15.65
3048,1,0.98,2.09
3049,1,2.25,18.22
3050,1,1.72,6.15
3051,1,2.41,13.13
3052,1,4.31,36.6
3053,0,8.29,78.37
3054,0,4.46,41.58
3055,1,1.89,11.95
3056,1,3.24,25.48
3057,1,4.9,40.2
3058,1,2.08,13.25
3059,0,1.34,10.77
3060,1,1.29,1.37
3061,1,4.92,38.83
3062,0,5.47,51.7
3063,0,1.14,7.82
3064,0,4.59,41.38
3065,1,3.4,24.46
3066,0,4.6,42.75
3067,1,1.73,13.27
3068,1,5.03,41.55
3069,0,1.58,12.25
3070,1,1.07,0.97
3071,1,3.05,23.45
3072,0,1.82,13.89
3073,1,0.97,4.21
3074,1,7.62,64.9
3075,1,1.73,11.07
3076,1,0.3,0.0
3077,0,1.44,9.85
3078,0,1.66,13.0
3079,0,5.93,55.85
3080,0,4.82,41.89
3081,1,0.96,1.96
3082,0,5.48,50.88
3083,0,0.85,6.19
3084,0,1.26,6.87
3085,0,0.24,0.0
3086,0,0.17,0.0
3087,1,3.49,29.92
3088,0,7.71,74.45
3089,0,2.04,15.18
3090,0,5.58,50.33
3091,1,5.55,45.62
3092,1,3.67,28.02
3093,0,11.48,110.81
3094,0,4.86,46.82
3095,0,0.96,4.66
3096,0,4.67,41.2
3097,1,4.31,33.71
3098,1,2.46,12.39
3099,1,0.27,0.0
3100,1,0.78,3.27
3101,1,5.27,44.35
3102,1,1.28,6.16
3103,0,18.44,180.44
3104,1,4.0,29.98
3105,0,1.95,17.65
3106,1,2.89,20.99
3107,1,3.02,26.09
3108,1,11.11,101.25
3109,0,0.53,0.0
3110,0,0.95,5.05
3111,1,4.51,34.64
3112,1,1.18,4.18
3113,1,6.64,57.36
3114,1,1.78,8.99
3115,0,0.6,1.47
3116,0,0.15,0.0
3117,0,2.72,23.82
3118,0,5.23,49.53
3119,1,1.85,8.81
3120,1,7.75,71.99
3121,1,4.93,39.47
3122,0,0.19,0.0
3123,1,3.09,21.56
3124,0,2.51,21.63
3125,1,1.04,3.65
3126,0,1.22,7.92
3127,1,2.18,15.36
3128,0,0.15,0.0
3129,1,1.31,3.05
3130,1,1.53,2.64
3131,1,2.24,13.51
3132,0,4.13,37.01
3133,0,5.34,49.37
3134,0,0.53,1.33
3135,0,4.18,36.25
3136,1,3.74,31.1
3137,0,6.64,61.07
3138,1,11.05,101.47
3139,0,0.4,0.29
3140,1,0.48,0.0
3141,1,4.83,43.46
3142,0,0.53,0.91
3143,1,1.01,2.69
3144,0,6.41,60.59
3145,1,8.96,81.34
3146,0,1.15,8.33
3147,1,5.8,53.14
3148,1,6.1,55.13
3149,0,2.79,24.37
3150,1,3.25,21.4
3151,0,2.57,21.13
3152,1,1.91,6.85
3153,0,2.89,25.13
3154,1,1.65,4.7
3155,0,0.59,4.01
3156,1,1.96,12.18
3157,0,3.67,33.11
3158,0,2.91,25.27
3159,0,10.05,96.65
3160,0,3.12,27.51
3161,1,1.3,2.43
3162,0,0.53,2.43
3163,1,0.43,0.0
3164,1,0.92,2.77
3165,0,2.73,22.82
3166,0,5.47,51.41
3167,1,6.99,63.88
3168,0,1.53,11.01
3169,0,2.45,20.76
3170,1,5.92,47.13
3171,0,1.12,7.56
3172,1,2.81,23.82
3173,0,0.57,2.22
3174,0,1.94,14.63
3175,0,0.57,2.07
3176,1,2.06,14.25
3177,1,1.85,12.58
3178,1,1.79,14.23
3179,0,0.84,4.17
3180,1,0.76,0.41
3181,1,1.52,7.44
3182,1,1.52,3.59
3183,1,4.42,34.97
3184,0,3.79,34.63
3185,0,2.63,21.29
3186,0,0.29,0.0
3187,1,3.16,21.02
3188,0,0.25,0.0
3189,1,0.46,0.0
3190,0,1.3,9.2
3191,0,0.83,5.04
3192,0,2.71,23.29
3193,1,8.65,76.43
3194,0,3.82,34.51
3195,1,5.22,42.43
3196,1,9.69,88.42
3197,0,3.02,26.98
3198,1,2.72,25.02
3199,1,2.93,24.1
3200,1,6.8,59.37
3201,1,1.57,10.06
3202,0,4.76,43.84
3203,1,3.76,27.21
3204,1,1.22,6.11
3205,0,0.04,0.0
3206,1,0.9,1.2
3207,0,3.61,32.38
3208,1,3.0,22.12
3209,0,0.96,5.35
3210,0,1.71,13.51
3211,0,3.25,29.13
3212,0,0.41,1.31
3213,1,1.76,13.34
3214,0,1.62,10.4
3215,1,2.45,19.9
3216,1,3.05,19.16
3217,1,1.67,11.73
3218,0,4.32,38.94
3219,1,0.27,0.0
3220,1,0.53,0.0
3221,1,2.28,12.5
3222,0,6.81,63.55
3223,0,0.98,3.59
3224,1,0.96,0.94
3225,0,7.9,74.17
3226,0,0.55,2.98
3227,0,1.41,11.56
3228,0,3.92,35.15
3229,0,0.91,5.03
3230,1,1.13,5.34
3231,0,1.52,11.47
3232,1,4.72,42.52
3233,1,7.28,68.13
3234,0,0.1,0.0
3235,0,0.54,2.72
3236,0,9.55,90.79
3237,0,2.7,23.55
3238,1,2.9,21.46
3239,1,5.14,45.85
3240,0,0.12,0.0
3241,0,0.04,0.0
3242,1,10.77,101.07
3243,1,6.13,51.35
3244,0,4.13,38.78
3245,0,0.51,1.58
3246,1,2.64,18.42
3247,1,8.38,79.11
3248,0,8.14,76.62
3249,1,0.8,0.0
3250,1,4.53,40.13
3251,1,0.63,0.0
3252,1,12.79,122.84
3253,1,1.93,12.41
3254,1,11.23,105.91
3255,1,2.02,12.08
3256,1,1.66,6.97
3257,1,2.05,9.57
3258,1,4.75,36.21
3259,1,1.25,4.05
3260,1,6.6,57.56
3261,0,2.68,23.62
3262,1,11.19,103.84
3263,0,13.05,127.55
3264,0,0.61,1.61
3265,1,9.37,91.42
3266,1,0.3,0.0
3267,1,0.27,0.0
3268,0,8.64,83.55
3269,0,9.84,94.81
3270,1,0.5,1.55
3271,1,1.85,14.26
3272,1,2.17,16.86
3273,0,5.9,54.18
3274,0,2.97,25.2
3275,0,4.47,39.57
3276,1,2.38,16.56
3277,1,3.88,28.89
3278,0,3.99,35.26
3279,0,4.02,36.09
3280,1,0.68,0.0
3281,1,1.01,0.67
3282,1,1.74,10.05
3283,0,0.19,0.0
3284,1,1.93,11.51
3285,1,1.86,11.11
3286,1,8.5,73.48
3287,0,2.51,19.35
3288,1,4.66,34.1
3289,1,7.24,61.25
3290,0,1.75,12.9
3291,1,0.22,0.0
3292,1,1.67,6.78
3293,1,5.24,47.19
3294,0,6.96,65.5
3295,0,1.3,7.2
3296,1,1.46,5.65
3297,0,7.75,74.76
3298,0,1.3,8.59
3299,0,3.17,28.71
3300,0,0.99,4.1
