userid,os,platform,converted
7923,ios,tablet,0
7924,ios,phone,0
7925,android,tablet,0
7926,android,phone,0
7927,android,tablet,0
7928,android,tablet,0
7929,android,tablet,1
7930,android,tablet,0
7931,android,phone,0
7932,android,tablet,0
7933,android,tablet,0
7934,ios,tablet,0
7935,android,tablet,0
7936,android,tablet,1
7937,android,phone,0
7938,ios,phone,0
7939,ios,phone,0
7940,ios,phone,0
7941,android,phone,0
7942,android,tablet,0
7943,android,phone,0
7944,android,tablet,0
7945,ios,phone,0
7946,ios,phone,0
7947,ios,tablet,0
7948,ios,phone,0
7949,android,tablet,0
7950,ios,phone,0
7951,android,tablet,0
7952,android,tablet,0
7953,android,phone,0
7954,android,tablet,0
7955,android,tablet,0
7956,android,tablet,0
7957,android,tablet,0
7958,ios,phone,0
7959,android,tablet,1
7960,ios,phone,0
7961,android,tablet,0
7962,android,phone,0
7963,ios,phone,0
7964,android,tablet,0
7965,android,tablet,1
7966,android,tablet,0
7967,android,phone,0
7968,android,tablet,0
7969,ios,phone,0
7970,android,tablet,0
7971,android,phone,0
7972,android,tablet,0
7973,android,tablet,0
7974,android,tablet,0
7975,ios,phone,0
7976,ios,tablet,0
7977,ios,tablet,0
7978,android,tablet,0
7979,ios,phone,0
7980,android,tablet,0
7981,ios,tablet,0
7982,android,tablet,0
7983,android,phone,1
7984,android,phone,0
7985,android,tablet,0
7986,ios,tablet,0
7987,android,tablet,0
7988,android,tablet,0
7989,ios,phone,0
7990,ios,phone,0
7991,ios,tablet,0
7992,android,phone,0
7993,ios,phone,0
7994,android,tablet,0
7995,android,phone,0
7996,android,tablet,0
7997,ios,phone,0
7998,ios,phone,0
7999,ios,phone,0
8000,android,tablet,0
8001,android,tablet,0
8002,android,tablet,0
8003,android,tablet,0
8004,android,tablet,0
8005,android,tablet,0
8006,android,tablet,0
8007,android,tablet,0
8008,android,tablet,0
8009,android,tablet,0
8010,ios,tablet,0
8011,android,tablet,0
8012,android,tablet,0
8013,android,tablet,0
8014,android,tablet,0
8015,ios,phone,0
8016,android,tablet,0
8017,android,tablet,0
8018,android,phone,0
8019,android,phone,0
8020,ios,phone,0
8021,android,tablet,0
8022,ios,phone,0
8023,android,tablet,0
8024,android,tablet,0
8025,android,tablet,0
8026,ios,phone,0
8027,android,phone,0
8028,android,tablet,0
8029,android,tablet,0
8030,ios,phone,0
8031,android,tablet,0
8032,android,tablet,0
8033,ios,phone,0
8034,ios,phone,0
8035,android,tablet,0
8036,ios,tablet,0
8037,ios,tablet,0
8038,ios,phone,0
8039,ios,phone,0
8040,android,tablet,1
8041,android,tablet,0
8042,ios,phone,0
8043,ios,phone,0
8044,android,phone,0
8045,android,tablet,0
8046,android,tablet,0
8047,ios,phone,0
8048,android,tablet,0
8049,android,tablet,0
8050,ios,phone,0
8051,android,tablet,0
8052,android,tablet,0
8053,android,tablet,0
8054,android,tablet,1
8055,android,tablet,0
8056,android,tablet,0
8057,android,tablet,0
8058,ios,tablet,1
8059,ios,tablet,0
8060,android,tablet,0
8061,ios,tablet,0
8062,android,tablet,0
8063,android,phone,0
8064,android,tablet,0
8065,ios,tablet,0
8066,android,tablet,0
8067,android,tablet,0
8068,ios,phone,0
8069,android,tablet,0
8070,android,tablet,0
8071,android,tablet,0
8072,ios,phone,0
8073,ios,phone,0
8074,android,tablet,0
8075,android,phone,0
8076,android,tablet,0
8077,ios,tablet,0
8078,ios,phone,0
8079,android,tablet,0
8080,ios,tablet,0
8081,android,tablet,0
8082,android,tablet,0
8083,android,tablet,0
8084,ios,phone,0
8085,ios,phone,0
8086,ios,phone,0
8087,android,tablet,0
8088,ios,phone,0
8089,android,tablet,0
8090,android,tablet,0
8091,android,tablet,0
8092,android,phone,0
8093,android,tablet,0
8094,ios,tablet,0
8095,android,tablet,0
8096,ios,phone,0
8097,android,tablet,0
8098,ios,phone,0
8099,android,tablet,0
8100,android,tablet,0
8101,android,phone,0
8102,android,phone,0
8103,ios,phone,0
8104,android,tablet,0
8105,ios,tablet,0
8106,android,tablet,0
8107,ios,tablet,0
8108,ios,phone,0
8109,ios,phone,0
8110,android,tablet,0
8111,android,tablet,0
8112,android,tablet,0
8113,android,tablet,1
8114,ios,tablet,0
8115,android,tablet,0
8116,ios,tablet,0
8117,android,tablet,0
8118,android,tablet,0
8119,android,phone,0
8120,android,tablet,0
8121,android,tablet,0
8122,ios,phone,0
8123,android,tablet,0
8124,ios,tablet,0
8125,android,tablet,0
8126,android,tablet,0
8127,android,tablet,0
8128,ios,phone,0
8129,android,tablet,1
8130,android,tablet,0
8131,ios,phone,0
8132,ios,phone,0
8133,ios,phone,0
8134,android,tablet,0
8135,android,phone,0
8136,android,tablet,0
8137,ios,phone,0
8138,ios,phone,0
8139,android,tablet,0
8140,ios,tablet,0
8141,android,tablet,0
8142,ios,tablet,0
8143,android,tablet,0
8144,android,phone,0
8145,android,tablet,0
8146,android,tablet,1
8147,android,tablet,0
8148,ios,phone,0
8149,android,tablet,0
8150,ios,tablet,0
8151,android,tablet,1
8152,android,tablet,0
8153,android,tablet,1
8154,android,tablet,0
8155,ios,tablet,0
8156,android,tablet,0
8157,android,tablet,0
8158,android,phone,0
8159,android,phone,0
8160,ios,phone,0
8161,android,tablet,0
8162,android,tablet,0
8163,ios,phone,0
8164,android,tablet,0
8165,android,phone,0
8166,ios,phone,0
8167,android,phone,0
8168,android,tablet,0
8169,ios,tablet,0
8170,android,phone,0
8171,android,phone,0
8172,ios,phone,0
8173,android,tablet,0
8174,ios,phone,0
8175,android,tablet,0
8176,ios,phone,0
8177,android,tablet,0
8178,android,tablet,0
8179,ios,tablet,0
8180,ios,phone,0
8181,ios,phone,0
8182,android,tablet,0
8183,android,tablet,0
8184,android,tablet,0
8185,android,tablet,0
8186,android,phone,0
8187,ios,phone,0
8188,android,tablet,0
8189,android,tablet,0
8190,android,tablet,0
8191,ios,phone,0
8192,ios,tablet,0
8193,ios,phone,0
8194,android,tablet,0
8195,ios,phone,0
8196,android,tablet,0
8197,android,tablet,0
8198,ios,phone,0
8199,android,tablet,0
8200,android,phone,0
8201,ios,phone,0
8202,android,tablet,0
8203,android,phone,0
8204,android,tablet,0
8205,android,tablet,0
8206,ios,tablet,0
8207,android,tablet,0
8208,android,tablet,0
8209,android,phone,0
8210,android,tablet,0
8211,android,tablet,0
8212,android,tablet,1
8213,android,phone,0
8214,android,tablet,0
8215,ios,phone,0
8216,android,tablet,0
8217,ios,tablet,0
8218,android,tablet,0
8219,android,tablet,0
8220,ios,tablet,0
8221,android,phone,0
8222,ios,tablet,0
8223,android,tablet,0
8224,ios,phone,0
8225,ios,tablet,0
8226,ios,phone,0
8227,ios,tablet,0
8228,android,tablet,0
8229,android,tablet,0
8230,android,tablet,0
8231,ios,phone,0
8232,android,tablet,0
8233,android,phone,0
8234,ios,phone,0
8235,android,tablet,0
8236,android,tablet,0
8237,ios,phone,1
8238,android,tablet,0
8239,ios,phone,0
8240,android,phone,0
8241,android,tablet,0
8242,android,tablet,0
8243,ios,phone,0
8244,android,tablet,0
8245,android,tablet,0
8246,android,tablet,0
8247,android,tablet,0
8248,android,tablet,0
8249,android,tablet,0
8250,android,tablet,0
8251,ios,phone,0
8252,android,tablet,0
8253,ios,phone,1
8254,android,phone,0
8255,android,tablet,0
8256,android,tablet,0
8257,android,phone,0
8258,android,tablet,0
8259,android,phone,0
8260,android,tablet,0
8261,android,tablet,0
8262,android,phone,0
8263,android,tablet,0
8264,ios,phone,0
8265,android,tablet,0
8266,ios,phone,0
8267,ios,tablet,0
8268,ios,phone,0
8269,android,tablet,0
8270,android,tablet,0
8271,android,phone,0
8272,ios,phone,0
8273,ios,phone,0
8274,android,tablet,0
8275,android,tablet,0
8276,android,tablet,0
8277,android,tablet,0
8278,android,phone,0
8279,android,tablet,0
8280,ios,tablet,0
8281,ios,tablet,0
8282,android,tablet,0
8283,android,phone,0
8284,ios,phone,0
8285,android,tablet,0
8286,ios,phone,0
8287,ios,tablet,0
8288,android,tablet,0
8289,ios,phone,0
8290,android,tablet,0
8291,ios,tablet,0
8292,android,tablet,0
8293,android,tablet,0
8294,android,phone,0
8295,android,tablet,0
8296,android,tablet,0
8297,ios,phone,0
8298,android,tablet,0
8299,ios,phone,0
8300,ios,phone,0
8301,ios,phone,1
8302,android,tablet,0
8303,android,phone,0
8304,ios,phone,0
8305,ios,tablet,0
8306,ios,phone,0
8307,android,phone,0
8308,android,phone,0
8309,android,phone,1
8310,android,tablet,0
8311,android,tablet,0
8312,ios,tablet,0
8313,android,tablet,0
8314,android,phone,0
8315,android,tablet,0
8316,android,tablet,0
8317,ios,phone,0
8318,ios,tablet,0
8319,android,phone,0
8320,ios,phone,0
8321,android,phone,0
8322,android,tablet,0
8323,android,phone,0
8324,android,tablet,0
8325,android,phone,0
8326,android,tablet,0
8327,android,tablet,0
8328,android,tablet,0
8329,ios,tablet,0
8330,ios,phone,0
8331,ios,phone,0
8332,android,tablet,0
8333,android,tablet,0
8334,ios,phone,0
8335,android,tablet,0
8336,android,tablet,0
8337,android,tablet,0
8338,android,tablet,0
8339,android,tablet,0
8340,android,tablet,0
8341,android,tablet,0
8342,android,phone,0
8343,android,phone,0
8344,android,phone,0
8345,android,tablet,0
8346,android,tablet,0
8347,android,tablet,0
8348,android,tablet,0
8349,android,tablet,0
8350,android,phone,0
8351,android,tablet,1
8352,ios,phone,0
8353,android,tablet,0
8354,android,tablet,0
8355,ios,phone,0
8356,android,tablet,0
8357,android,tablet,0
8358,android,phone,0
8359,android,tablet,0
8360,android,tablet,0
8361,ios,phone,0
8362,android,phone,0
8363,ios,phone,0
8364,android,tablet,0
8365,ios,tablet,0
8366,ios,tablet,0
8367,android,tablet,0
8368,android,phone,0
8369,android,tablet,0
8370,ios,phone,0
8371,android,tablet,0
8372,android,phone,0
8373,ios,tablet,1
8374,android,tablet,0
8375,android,tablet,0
8376,ios,phone,0
8377,android,phone,0
8378,android,phone,0
8379,android,tablet,0
8380,ios,phone,0
8381,android,tablet,0
8382,android,tablet,0
8383,android,tablet,1
8384,ios,tablet,0
8385,ios,tablet,0
8386,ios,phone,0
8387,android,tablet,0
8388,android,tablet,0
8389,ios,tablet,0
8390,android,tablet,1
8391,android,phone,0
8392,ios,phone,0
8393,android,tablet,0
8394,android,tablet,0
8395,android,tablet,0
8396,ios,phone,0
8397,android,tablet,0
8398,android,phone,0
8399,android,tablet,0
8400,ios,tablet,1
8401,android,tablet,0
8402,android,phone,0
8403,android,tablet,0
8404,android,tablet,0
8405,android,tablet,0
8406,ios,phone,0
8407,android,tablet,1
8408,android,tablet,0
8409,android,tablet,0
8410,ios,tablet,0
8411,ios,phone,0
8412,android,phone,0
8413,android,phone,0
8414,ios,phone,0
8415,android,tablet,0
8416,android,phone,0
8417,android,tablet,0
8418,android,phone,0
8419,ios,phone,0
8420,ios,tablet,0
8421,android,tablet,0
8422,ios,phone,0
8423,android,phone,0
8424,ios,tablet,0
8425,android,tablet,0
8426,ios,tablet,1
8427,ios,tablet,0
8428,ios,phone,0
8429,android,tablet,0
8430,ios,phone,0
8431,ios,phone,0
8432,android,tablet,0
8433,android,tablet,0
8434,ios,phone,0
8435,android,tablet,0
8436,android,phone,0
8437,ios,phone,0
8438,android,tablet,0
8439,ios,tablet,0
8440,ios,phone,0
8441,android,tablet,0
8442,android,tablet,0
8443,android,tablet,0
8444,ios,phone,0
8445,android,tablet,0
8446,ios,phone,0
8447,ios,tablet,0
8448,android,tablet,0
8449,android,tablet,0
8450,ios,tablet,0
8451,android,tablet,0
8452,android,tablet,1
8453,android,phone,0
8454,android,tablet,0
8455,android,tablet,0
8456,android,tablet,0
8457,android,tablet,0
8458,ios,tablet,0
8459,ios,tablet,0
8460,android,phone,0
8461,android,tablet,0
8462,android,tablet,0
8463,android,tablet,0
8464,ios,phone,0
8465,android,tablet,0
8466,android,tablet,0
8467,android,tablet,0
8468,ios,phone,0
8469,android,tablet,0
8470,android,tablet,0
8471,ios,phone,0
8472,android,tablet,0
8473,android,tablet,0
8474,android,tablet,0
8475,ios,phone,0
8476,android,tablet,0
8477,android,tablet,0
8478,android,tablet,0
8479,android,tablet,0
8480,ios,phone,0
8481,ios,phone,0
8482,android,tablet,0
8483,ios,phone,0
8484,android,tablet,0
8485,android,tablet,0
8486,android,phone,0
8487,android,tablet,0
8488,android,tablet,1
8489,ios,phone,0
8490,ios,phone,0
8491,ios,tablet,0
8492,android,tablet,0
8493,ios,tablet,0
8494,ios,tablet,0
8495,ios,phone,0
8496,android,tablet,1
8497,ios,phone,0
8498,ios,tablet,0
8499,android,tablet,0
8500,ios,tablet,0
8501,ios,tablet,0
8502,android,tablet,0
8503,ios,phone,0
8504,android,tablet,0
8505,ios,tablet,0
8506,ios,phone,0
8507,ios,tablet,0
8508,ios,phone,0
8509,android,tablet,0
8510,android,tablet,0
8511,android,tablet,0
8512,android,tablet,0
8513,android,tablet,0
8514,ios,phone,0
8515,android,tablet,0
8516,android,tablet,0
8517,ios,phone,0
8518,android,tablet,0
8519,android,tablet,0
8520,android,phone,0
8521,android,tablet,0
8522,android,phone,0
8523,ios,phone,0
8524,android,tablet,0
8525,ios,phone,0
8526,android,phone,0
8527,android,phone,0
8528,ios,phone,0
8529,android,tablet,0
8530,android,tablet,0
8531,ios,phone,0
8532,android,tablet,0
8533,android,tablet,0
8534,android,phone,0
8535,android,phone,0
8536,android,phone,0
8537,ios,tablet,0
8538,android,tablet,0
8539,ios,phone,0
8540,android,tablet,0
8541,ios,phone,0
8542,android,tablet,0
8543,android,tablet,0
8544,android,tablet,0
8545,android,phone,0
8546,android,tablet,0
8547,ios,phone,0
8548,android,phone,0
8549,android,tablet,0
8550,android,tablet,0
8551,android,tablet,0
8552,android,tablet,0
8553,android,tablet,0
8554,ios,tablet,0
8555,android,tablet,0
8556,android,phone,0
8557,android,tablet,0
8558,android,tablet,0
8559,android,tablet,0
8560,ios,phone,0
8561,android,phone,0
8562,ios,phone,0
8563,android,tablet,0
8564,android,tablet,0
8565,android,tablet,0
8566,android,tablet,0
8567,android,tablet,0
8568,android,tablet,0
8569,android,tablet,0
8570,android,phone,0
8571,ios,tablet,0
8572,android,tablet,0
8573,android,tablet,0
8574,ios,phone,0
8575,android,phone,0
8576,ios,phone,0
8577,ios,tablet,0
8578,android,tablet,0
8579,ios,tablet,0
8580,android,phone,0
8581,ios,phone,0
8582,android,tablet,0
8583,android,tablet,0
8584,ios,phone,0
8585,android,tablet,0
8586,ios,phone,0
8587,android,tablet,0
8588,ios,phone,0
8589,ios,phone,0
8590,ios,tablet,0
8591,android,tablet,0
8592,android,tablet,0
8593,android,phone,0
8594,android,tablet,0
8595,android,tablet,0
8596,ios,phone,0
8597,ios,phone,0
8598,ios,phone,1
8599,android,tablet,0
8600,ios,phone,0
8601,android,tablet,0
8602,android,phone,0
8603,android,tablet,0
8604,android,tablet,0
8605,android,phone,0
8606,android,tablet,0
8607,android,tablet,0
8608,android,tablet,0
8609,ios,phone,0
8610,android,tablet,0
8611,ios,phone,0
8612,android,tablet,0
8613,android,tablet,0
8614,android,tablet,0
8615,android,tablet,1
8616,ios,phone,0
8617,ios,phone,0
8618,android,tablet,0
8619,android,tablet,0
8620,android,tablet,0
8621,android,tablet,0
8622,android,tablet,0
8623,android,tablet,0
8624,ios,phone,1
8625,ios,phone,0
8626,android,phone,0
8627,android,tablet,0
8628,ios,phone,0
8629,android,phone,0
8630,ios,phone,0
8631,android,tablet,0
8632,android,tablet,0
8633,android,tablet,0
8634,android,tablet,0
8635,android,tablet,0
8636,android,tablet,0
8637,ios,phone,0
8638,ios,phone,0
8639,ios,phone,0
8640,android,tablet,0
8641,android,tablet,0
8642,android,tablet,0
8643,android,tablet,0
8644,android,phone,0
8645,ios,tablet,0
8646,android,tablet,0
8647,android,tablet,0
8648,ios,tablet,0
8649,ios,phone,0
8650,android,phone,0
8651,android,phone,0
8652,android,tablet,0
8653,android,tablet,0
8654,android,tablet,0
8655,ios,phone,0
8656,ios,tablet,0
8657,android,tablet,0
8658,android,tablet,0
8659,android,tablet,0
8660,android,phone,0
8661,android,tablet,0
8662,android,tablet,0
8663,android,tablet,0
8664,android,tablet,0
8665,android,phone,0
8666,ios,phone,0
8667,android,tablet,0
8668,ios,phone,0
8669,android,tablet,0
8670,ios,tablet,0
8671,android,phone,0
8672,android,tablet,0
8673,android,tablet,1
8674,android,phone,0
8675,android,tablet,0
8676,android,phone,0
8677,android,phone,0
8678,android,tablet,0
8679,ios,tablet,0
8680,android,tablet,1
8681,ios,phone,0
8682,android,tablet,0
8683,ios,phone,0
8684,ios,tablet,0
8685,android,tablet,0
8686,android,tablet,0
8687,android,tablet,0
8688,ios,phone,0
8689,android,tablet,0
8690,android,phone,0
8691,android,tablet,0
8692,android,phone,0
8693,android,tablet,0
8694,android,tablet,0
8695,android,tablet,1
8696,ios,phone,0
8697,android,tablet,0
8698,android,tablet,0
8699,ios,phone,0
8700,ios,phone,0
8701,ios,tablet,0
8702,android,phone,0
8703,android,tablet,0
8704,android,tablet,0
8705,ios,phone,0
8706,android,tablet,0
8707,android,phone,0
8708,android,tablet,0
8709,ios,tablet,0
8710,android,tablet,0
8711,android,tablet,0
8712,android,tablet,0
8713,android,phone,0
8714,android,tablet,0
8715,android,tablet,0
8716,android,phone,0
8717,android,tablet,0
8718,ios,tablet,1
8719,android,phone,0
8720,ios,phone,0
8721,android,tablet,0
8722,ios,phone,0
8723,ios,tablet,0
8724,android,tablet,0
8725,android,tablet,0
8726,android,phone,0
8727,ios,phone,1
8728,ios,phone,0
8729,android,tablet,0
8730,ios,phone,0
8731,android,phone,0
8732,android,tablet,0
8733,android,tablet,0
8734,android,tablet,0
8735,android,phone,0
8736,android,tablet,0
8737,ios,phone,1
8738,android,phone,0
8739,ios,phone,0
8740,android,tablet,0
8741,android,phone,0
8742,ios,tablet,0
8743,ios,tablet,0
8744,android,phone,0
8745,ios,tablet,0
8746,android,tablet,0
8747,ios,tablet,0
8748,ios,tablet,0
8749,android,tablet,0
8750,android,tablet,0
8751,android,phone,0
8752,android,phone,0
8753,android,tablet,0
8754,android,tablet,0
8755,ios,phone,0
8756,ios,phone,0
8757,android,tablet,0
8758,ios,phone,0
8759,android,tablet,0
8760,android,tablet,0
8761,android,tablet,0
8762,ios,phone,0
8763,android,tablet,0
8764,android,tablet,0
8765,android,tablet,0
8766,android,tablet,0
8767,ios,phone,0
8768,ios,phone,0
8769,android,phone,0
8770,ios,phone,0
8771,ios,tablet,0
8772,android,tablet,1
8773,ios,phone,0
8774,ios,phone,0
8775,android,phone,0
8776,ios,phone,0
8777,ios,phone,0
8778,ios,phone,0
8779,android,tablet,0
8780,android,tablet,0
8781,android,tablet,0
8782,android,tablet,0
8783,android,tablet,0
8784,android,tablet,0
8785,android,tablet,0
8786,ios,phone,0
8787,android,tablet,0
8788,android,tablet,0
8789,ios,phone,0
8790,android,tablet,0
8791,ios,tablet,0
8792,android,tablet,0
8793,android,phone,0
8794,android,phone,0
8795,android,tablet,0
8796,ios,phone,0
8797,android,tablet,0
8798,ios,phone,0
8799,ios,phone,0
8800,android,phone,0
8801,ios,phone,0
8802,ios,tablet,0
8803,android,tablet,0
8804,android,tablet,0
8805,android,tablet,0
8806,android,tablet,0
8807,ios,phone,0
8808,android,tablet,0
8809,ios,phone,0
8810,android,tablet,0
8811,android,tablet,0
8812,ios,tablet,0
8813,ios,tablet,0
8814,android,tablet,0
8815,android,tablet,0
8816,ios,phone,1
8817,android,tablet,0
8818,android,tablet,0
8819,ios,phone,0
8820,android,tablet,0
8821,android,tablet,0
8822,android,tablet,0
8823,ios,phone,0
8824,android,phone,0
8825,android,phone,0
8826,android,tablet,0
8827,android,tablet,0
8828,ios,phone,0
8829,android,phone,0
8830,android,tablet,0
8831,android,tablet,0
8832,android,tablet,0
8833,ios,phone,0
8834,ios,tablet,0
8835,android,tablet,0
8836,android,phone,0
8837,android,tablet,0
8838,ios,tablet,0
8839,ios,phone,0
8840,ios,tablet,0
8841,android,tablet,0
8842,android,tablet,0
8843,android,tablet,0
8844,android,phone,0
8845,android,phone,0
8846,android,tablet,0
8847,android,tablet,0
8848,ios,phone,0
8849,ios,tablet,1
8850,android,tablet,0
8851,android,phone,0
8852,android,phone,0
8853,android,tablet,0
8854,ios,phone,0
8855,android,tablet,0
8856,android,tablet,0
8857,ios,phone,0
8858,android,tablet,0
8859,android,tablet,0
8860,ios,phone,0
8861,ios,tablet,0
8862,android,tablet,0
8863,android,tablet,0
8864,android,tablet,0
8865,android,tablet,0
8866,android,tablet,0
8867,android,tablet,0
8868,ios,phone,0
8869,ios,phone,0
8870,ios,phone,0
8871,android,tablet,0
8872,android,tablet,0
8873,android,tablet,0
8874,ios,phone,0
8875,ios,phone,0
8876,ios,phone,0
8877,ios,phone,0
8878,android,phone,0
8879,android,tablet,0
8880,ios,phone,0
8881,android,tablet,0
8882,ios,phone,0
8883,android,tablet,0
8884,ios,phone,0
8885,ios,phone,0
8886,android,tablet,0
8887,android,phone,0
8888,ios,phone,0
8889,android,tablet,0
8890,ios,phone,0
8891,android,phone,0
8892,ios,phone,0
8893,android,tablet,0
8894,ios,phone,0
8895,ios,phone,0
8896,android,tablet,0
8897,android,tablet,0
8898,android,tablet,0
8899,ios,phone,0
8900,android,tablet,1
8901,android,tablet,0
8902,ios,tablet,0
8903,ios,phone,0
8904,android,tablet,0
8905,android,tablet,0
8906,ios,phone,0
8907,android,tablet,0
8908,ios,phone,0
8909,android,phone,0
8910,android,tablet,0
8911,android,phone,0
8912,android,phone,0
8913,android,phone,0
8914,android,tablet,0
8915,android,tablet,0
8916,ios,phone,0
8917,ios,phone,0
8918,ios,tablet,0
8919,android,phone,0
8920,android,phone,0
8921,android,phone,0
8922,ios,phone,0
8923,android,tablet,0
8924,android,tablet,1
8925,android,tablet,0
8926,ios,tablet,0
8927,android,tablet,0
8928,ios,tablet,0
8929,android,tablet,0
8930,android,tablet,0
8931,ios,phone,0
8932,android,tablet,0
8933,android,tablet,0
8934,ios,phone,0
8935,android,tablet,0
8936,ios,phone,0
8937,ios,phone,0
8938,ios,phone,0
8939,android,tablet,0
8940,ios,phone,0
8941,ios,tablet,1
8942,ios,phone,0
8943,android,tablet,0
8944,android,tablet,0
8945,android,tablet,0
8946,android,tablet,0
8947,android,tablet,0
8948,ios,phone,0
8949,android,tablet,0
8950,android,tablet,0
8951,android,tablet,0
8952,android,tablet,0
8953,android,phone,0
8954,android,phone,0
8955,ios,phone,0
8956,ios,tablet,0
8957,android,phone,0
8958,android,tablet,0
8959,ios,phone,1
8960,android,tablet,0
8961,android,tablet,0
8962,ios,tablet,0
8963,android,tablet,0
8964,android,tablet,0
8965,android,tablet,0
8966,android,tablet,0
8967,ios,phone,0
8968,android,tablet,0
8969,android,tablet,0
8970,android,tablet,0
8971,android,phone,0
8972,android,phone,0
8973,android,phone,0
8974,android,tablet,0
8975,ios,phone,0
8976,ios,phone,0
8977,android,tablet,0
8978,android,phone,0
8979,android,tablet,0
8980,ios,phone,0
8981,android,phone,0
8982,android,tablet,0
8983,android,tablet,0
8984,android,tablet,0
8985,android,tablet,0
8986,android,phone,0
8987,android,phone,0
8988,android,phone,0
8989,android,tablet,0
8990,android,tablet,0
8991,ios,tablet,0
8992,ios,phone,0
8993,ios,phone,0
8994,android,tablet,0
8995,ios,phone,0
8996,android,tablet,0
8997,ios,phone,0
8998,android,tablet,0
8999,ios,phone,0
9000,android,phone,0
9001,android,tablet,0
9002,android,tablet,0
9003,android,tablet,0
9004,android,tablet,0
9005,ios,phone,0
9006,ios,phone,0
9007,android,phone,0
9008,ios,phone,0
9009,android,tablet,0
9010,android,tablet,0
9011,android,tablet,0
9012,android,phone,0
9013,ios,phone,0
9014,ios,phone,0
9015,android,tablet,0
9016,android,tablet,1
9017,android,phone,0
9018,android,tablet,0
9019,android,tablet,0
9020,android,phone,0
9021,ios,phone,0
9022,ios,tablet,0
9023,ios,phone,0
9024,android,tablet,0
9025,android,tablet,0
9026,ios,tablet,0
9027,android,phone,0
9028,ios,phone,0
9029,android,tablet,0
9030,android,tablet,0
9031,ios,phone,0
9032,android,tablet,0
9033,android,phone,0
9034,android,tablet,1
9035,android,tablet,0
9036,android,tablet,0
9037,android,tablet,0
9038,ios,tablet,0
9039,ios,phone,0
9040,ios,phone,0
9041,ios,phone,0
9042,android,phone,0
9043,android,tablet,0
9044,android,tablet,0
9045,android,tablet,0
9046,android,tablet,0
9047,android,tablet,0
9048,android,tablet,0
9049,android,phone,0
9050,android,tablet,0
9051,android,tablet,0
9052,ios,tablet,0
9053,android,tablet,0
9054,android,tablet,0
9055,android,tablet,0
9056,android,phone,0
9057,android,tablet,0
9058,ios,tablet,0
9059,ios,phone,0
9060,android,tablet,0
9061,android,tablet,0
9062,android,tablet,0
9063,android,tablet,0
9064,android,tablet,0
9065,android,tablet,0
9066,android,tablet,0
9067,android,tablet,0
9068,android,tablet,0
9069,android,phone,0
9070,ios,phone,0
9071,ios,phone,0
9072,android,tablet,0
9073,android,tablet,0
9074,ios,tablet,0
9075,android,tablet,0
9076,android,tablet,0
9077,android,tablet,0
9078,android,tablet,0
9079,android,tablet,0
9080,ios,phone,0
9081,android,tablet,0
9082,ios,phone,0
9083,ios,phone,0
9084,android,tablet,0
9085,android,tablet,0
9086,android,tablet,0
9087,ios,phone,0
9088,android,phone,0
9089,ios,phone,0
9090,ios,tablet,0
9091,android,tablet,0
9092,android,tablet,0
9093,android,phone,0
9094,android,tablet,0
9095,android,tablet,0
9096,android,tablet,0
9097,android,tablet,0
9098,android,tablet,0
9099,ios,phone,0
9100,android,tablet,0
9101,android,tablet,0
9102,android,phone,0
9103,android,tablet,0
9104,android,tablet,0
9105,android,tablet,0
9106,android,tablet,0
9107,android,tablet,0
9108,android,tablet,0
9109,ios,tablet,0
9110,android,phone,0
9111,android,tablet,0
9112,android,tablet,0
9113,android,tablet,0
9114,ios,phone,0
9115,android,tablet,0
9116,android,tablet,0
9117,ios,tablet,0
9118,ios,phone,0
9119,ios,phone,1
9120,ios,tablet,0
9121,android,tablet,0
9122,ios,phone,0
9123,ios,phone,0
9124,android,phone,0
9125,android,tablet,0
9126,android,tablet,0
9127,android,tablet,0
9128,android,tablet,0
9129,ios,phone,0
9130,ios,phone,0
9131,android,tablet,0
9132,android,tablet,0
9133,ios,tablet,0
9134,android,tablet,0
9135,android,tablet,0
9136,android,tablet,0
9137,android,tablet,0
9138,android,tablet,0
9139,android,tablet,0
9140,android,tablet,0
9141,android,tablet,0
9142,android,phone,0
9143,ios,phone,0
9144,android,phone,0
9145,android,tablet,0
9146,android,tablet,0
9147,android,tablet,0
9148,android,tablet,0
9149,android,phone,0
9150,android,phone,0
9151,android,phone,0
9152,android,tablet,0
9153,android,phone,1
9154,android,tablet,0
9155,ios,phone,0
9156,ios,tablet,0
9157,android,tablet,0
9158,android,tablet,0
9159,ios,tablet,0
9160,android,tablet,0
9161,android,tablet,0
9162,ios,phone,0
9163,android,tablet,0
9164,ios,tablet,0
9165,ios,phone,0
9166,android,tablet,0
9167,android,tablet,0
9168,android,tablet,0
9169,android,tablet,0
9170,android,tablet,0
9171,ios,tablet,0
9172,ios,phone,0
9173,android,tablet,0
9174,android,tablet,0
9175,android,tablet,0
9176,android,phone,0
9177,android,tablet,0
9178,android,phone,0
9179,ios,phone,0
9180,android,phone,0
9181,android,tablet,0
9182,ios,phone,0
9183,ios,phone,0
9184,android,tablet,0
9185,ios,tablet,0
9186,ios,phone,0
9187,android,tablet,1
9188,android,tablet,0
9189,android,tablet,0
9190,android,tablet,0
9191,android,tablet,0
9192,android,tablet,1
9193,android,tablet,0
9194,android,tablet,0
9195,android,tablet,0
9196,android,tablet,0
9197,android,tablet,0
9198,ios,phone,0
