Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Vehicle Class,Vehicle Size, Customer Lifetime Value 
OB69329,California,Extended,College,Retired,F,18577,Suburban,Divorced,Four-Door Car,Medsize," $6,274 "
GF19726,Oregon,Basic,High School or Below,Employed,M,75952,Suburban,Married,Two-Door Car,Medsize," $5,866 "
VM69145,California,Basic,College,Employed,F,25680,Urban,Divorced,Two-Door Car,Medsize," $8,723 "
GN76399,Nevada,Premium,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $8,179 "
IV94496,Nevada,Extended,High School or Below,Employed,M,51504,Suburban,Single,Luxury SUV,Medsize," $43,217 "
NM91640,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,442 "
DS46955,California,Basic,Master,Employed,F,41456,Urban,Married,Four-Door Car,Medsize," $2,920 "
LU82585,Nevada,Extended,High School or Below,Employed,M,44368,Suburban,Married,Two-Door Car,Large," $6,366 "
SQ36805,Oregon,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,Two-Door Car,Medsize," $2,396 "
OG84541,Arizona,Basic,Master,Employed,F,33514,Urban,Married,Sports Car,Medsize," $12,780 "
NT66759,Arizona,Extended,College,Employed,F,60230,Rural,Married,Four-Door Car,Small," $3,907 "
PW15144,Washington,Basic,College,Employed,M,40818,Suburban,Married,Four-Door Car,Medsize," $5,268 "
KS89479,Oregon,Basic,College,Employed,M,37937,Suburban,Married,SUV,Medsize," $9,095 "
WL85494,California,Extended,College,Employed,M,21988,Suburban,Married,Luxury Car,Medsize," $41,075 "
NS12730,Oregon,Extended,Bachelor,Employed,M,24672,Suburban,Married,Two-Door Car,Medsize," $7,298 "
SS77718,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Large," $9,955 "
ET47892,Oregon,Premium,College,Employed,M,88340,Suburban,Married,Two-Door Car,Medsize," $12,281 "
PS78418,Oregon,Basic,Bachelor,Employed,M,52278,Urban,Married,Two-Door Car,Medsize," $5,774 "
SK32629,California,Extended,College,Retired,F,12902,Suburban,Divorced,Sports Car,Medsize," $4,905 "
AI58500,Arizona,Basic,College,Employed,F,26554,Suburban,Married,Two-Door Car,Small," $2,689 "
RW66792,California,Basic,High School or Below,Employed,F,76522,Suburban,Married,Four-Door Car,Medsize," $5,706 "
MN32305,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $2,063 "
SL19130,Oregon,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $4,102 "
JG66653,Oregon,Basic,High School or Below,Employed,M,25506,Suburban,Married,Two-Door Car,Medsize," $2,538 "
GQ17441,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,SUV,Large," $3,652 "
WL67313,California,Extended,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Small," $10,014 "
LX33054,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Luxury Car,Medsize," $6,759 "
HN97052,Oregon,Basic,College,Unemployed,F,0,Suburban,Married,Two-Door Car,Medsize," $5,206 "
EB12732,Oregon,Basic,High School or Below,Employed,F,96357,Urban,Married,Four-Door Car,Medsize," $2,848 "
KE41602,Arizona,Extended,High School or Below,Employed,M,76516,Suburban,Married,Two-Door Car,Medsize," $7,588 "
QF17193,Arizona,Basic,College,Employed,F,20484,Urban,Married,Four-Door Car,Medsize," $2,389 "
IQ63581,California,Basic,Master,Employed,F,40215,Rural,Divorced,Four-Door Car,Medsize," $5,067 "
QV89791,California,Premium,High School or Below,Employed,F,55217,Suburban,Married,Two-Door Car,Medsize," $8,477 "
BW65176,Arizona,Extended,College,Employed,M,43499,Suburban,Married,Four-Door Car,Medsize," $3,141 "
NV94455,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $6,861 "
QA32784,Oregon,Extended,Bachelor,Disabled,M,21497,Suburban,Married,Sports Car,Medsize," $4,983 "
UH41125,Arizona,Basic,High School or Below,Retired,M,27972,Suburban,Married,Four-Door Car,Medsize," $2,227 "
VS28690,Nevada,Extended,Master,Disabled,F,20942,Suburban,Divorced,Four-Door Car,Medsize," $9,670 "
VK98184,Arizona,Extended,College,Employed,F,77031,Suburban,Married,SUV,Medsize," $5,034 "
BR69566,Oregon,Basic,College,Employed,M,31739,Suburban,Divorced,Two-Door Car,Small," $14,020 "
AI16519,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $4,878 "
SN67992,Washington,Extended,Bachelor,Medical Leave,F,25236,Suburban,Divorced,Four-Door Car,Medsize," $3,449 "
BE31382,Oregon,Basic,College,Unemployed,F,0,Suburban,Married,SUV,Medsize," $3,772 "
OA23108,Oregon,Basic,Doctor,Employed,F,40896,Urban,Married,Sports Car,Medsize," $4,380 "
ZR66788,California,Basic,High School or Below,Employed,F,39161,Suburban,Married,Four-Door Car,Medsize," $2,726 "
BL12371,Arizona,Basic,Master,Employed,M,84551,Rural,Divorced,Four-Door Car,Large," $5,791 "
IG90926,Arizona,Basic,College,Employed,F,71551,Suburban,Single,Four-Door Car,Medsize," $2,477 "
BL13393,Oregon,Basic,High School or Below,Employed,F,77835,Rural,Divorced,Four-Door Car,Medsize," $5,898 "
TU33850,Washington,Basic,Bachelor,Medical Leave,F,16764,Suburban,Married,Four-Door Car,Medsize," $4,617 "
IL25109,Nevada,Premium,High School or Below,Employed,M,39007,Suburban,Married,Two-Door Car,Large," $12,521 "
OP67672,Washington,Basic,Master,Employed,F,20290,Suburban,Married,SUV,Medsize," $9,080 "
LW57693,Oregon,Basic,College,Disabled,F,11920,Suburban,Married,Four-Door Car,Medsize," $5,602 "
JD81426,Arizona,Extended,High School or Below,Employed,M,97162,Rural,Married,Four-Door Car,Medsize," $3,459 "
AM99192,Arizona,Basic,College,Employed,M,42743,Rural,Married,SUV,Medsize," $9,062 "
LQ31287,Oregon,Basic,College,Unemployed,F,0,Rural,Divorced,Two-Door Car,Medsize," $6,866 "
ZU25563,California,Extended,College,Unemployed,F,0,Suburban,Divorced,Four-Door Car,Medsize," $2,660 "
RU75949,Oregon,Basic,College,Employed,M,85789,Rural,Married,Sports Car,Medsize," $12,333 "
DV85764,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $21,172 "
SV43220,Oregon,Basic,College,Employed,M,37256,Rural,Married,Four-Door Car,Medsize," $9,817 "
WL61717,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,922 "
IW17510,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $7,584 "
ZS35830,Oregon,Basic,College,Employed,F,58166,Rural,Married,Four-Door Car,Medsize," $2,686 "
TY95197,Washington,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,133 "
PU73501,Arizona,Basic,Bachelor,Employed,M,97361,Suburban,Single,Four-Door Car,Medsize," $8,623 "
FP65563,Washington,Basic,High School or Below,Employed,M,51937,Urban,Married,Luxury Car,Small," $15,253 "
IC44995,Oregon,Basic,College,Employed,F,75921,Suburban,Married,SUV,Medsize," $4,278 "
AY55759,California,Basic,High School or Below,Employed,F,92766,Suburban,Married,Two-Door Car,Large," $20,097 "
GO94903,Oregon,Basic,College,Medical Leave,F,12964,Suburban,Single,Two-Door Car,Medsize," $4,771 "
WP34496,Washington,Basic,High School or Below,Unemployed,M,0,Suburban,Married,SUV,Large," $24,553 "
WL13766,Arizona,Basic,High School or Below,Employed,M,31093,Urban,Single,Four-Door Car,Medsize," $2,482 "
VT44999,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,SUV,Medsize," $3,859 "
XI14610,California,Extended,College,Medical Leave,F,19121,Suburban,Married,Four-Door Car,Small," $3,645 "
VE31268,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $4,363 "
ZD13262,Oregon,Extended,High School or Below,Employed,F,68563,Urban,Married,SUV,Small," $10,426 "
OJ58066,Nevada,Extended,High School or Below,Employed,M,24726,Rural,Divorced,Four-Door Car,Medsize," $7,025 "
RK81706,Arizona,Extended,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,389 "
NI18835,California,Basic,Bachelor,Employed,M,51991,Rural,Married,Four-Door Car,Medsize," $2,928 "
RA87395,California,Basic,Bachelor,Unemployed,M,0,Rural,Married,SUV,Medsize," $8,356 "
QN13323,Oregon,Basic,High School or Below,Employed,M,89096,Rural,Single,SUV,Large," $8,718 "
VB26229,Arizona,Basic,Bachelor,Employed,M,29540,Suburban,Divorced,Four-Door Car,Medsize," $8,698 "
AD28535,California,Extended,Master,Employed,F,58557,Rural,Married,Four-Door Car,Large," $3,555 "
SE50560,Oregon,Basic,College,Employed,M,88816,Rural,Married,Two-Door Car,Medsize," $2,818 "
YL65673,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $19,046 "
WK65741,California,Basic,High School or Below,Employed,F,61809,Urban,Married,Two-Door Car,Medsize," $2,894 "
OF49789,Oregon,Extended,College,Employed,F,57161,Suburban,Married,Sports Car,Medsize," $5,122 "
YX54093,Arizona,Basic,College,Unemployed,M,0,Rural,Divorced,Four-Door Car,Medsize," $2,218 "
TD19026,California,Basic,High School or Below,Employed,F,90083,Urban,Married,Two-Door Car,Medsize," $2,862 "
XT67997,California,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,Four-Door Car,Medsize," $5,980 "
WP65749,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $7,377 "
YT91759,California,Extended,High School or Below,Employed,M,44368,Suburban,Married,Two-Door Car,Large," $6,366 "
YH20696,Oregon,Basic,College,Employed,M,68727,Rural,Married,Four-Door Car,Medsize," $8,658 "
NS14955,Oregon,Extended,Master,Employed,F,40564,Rural,Married,Four-Door Car,Small," $11,726 "
UH79028,Nevada,Basic,High School or Below,Employed,M,51066,Suburban,Single,Four-Door Car,Medsize," $5,780 "
JM89095,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $10,059 "
HE99696,Washington,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $4,787 "
HH15953,California,Extended,Bachelor,Disabled,M,21353,Suburban,Divorced,Four-Door Car,Medsize," $3,013 "
ZO30377,California,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $3,472 "
VZ23007,Oregon,Basic,College,Employed,F,55350,Suburban,Married,Four-Door Car,Medsize," $5,381 "
VU47281,Oregon,Premium,Bachelor,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $5,745 "
BN62219,Arizona,Extended,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $9,602 "
TP39671,Arizona,Extended,Bachelor,Unemployed,M,0,Rural,Married,Four-Door Car,Medsize," $3,200 "
HX33134,Arizona,Basic,High School or Below,Disabled,M,22158,Suburban,Married,Four-Door Car,Small," $2,758 "
UR49989,Oregon,Basic,Bachelor,Employed,F,81605,Suburban,Married,Two-Door Car,Medsize," $2,725 "
VU48786,Washington,Basic,Master,Employed,M,62219,Urban,Married,Two-Door Car,Small," $5,550 "
CV40610,California,Premium,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $12,313 "
HI98447,Oregon,Extended,High School or Below,Employed,M,28505,Suburban,Married,Four-Door Car,Large," $10,552 "
QD86271,Arizona,Basic,High School or Below,Medical Leave,M,25918,Suburban,Married,SUV,Medsize," $12,022 "
LB98130,Oregon,Basic,Bachelor,Employed,M,34137,Suburban,Married,Two-Door Car,Medsize," $7,441 "
VZ16820,Washington,Extended,Bachelor,Employed,M,21839,Suburban,Single,Sports Car,Medsize," $10,303 "
YE24562,California,Extended,College,Medical Leave,M,20978,Suburban,Married,Four-Door Car,Small," $3,509 "
IH78357,Oregon,Basic,College,Employed,F,83392,Rural,Married,Four-Door Car,Medsize," $5,761 "
TH96263,Nevada,Extended,High School or Below,Employed,F,73661,Urban,Married,SUV,Medsize," $10,281 "
DC31768,Arizona,Extended,Bachelor,Employed,M,49793,Suburban,Married,SUV,Small," $4,784 "
MQ79612,California,Basic,Doctor,Employed,M,91890,Rural,Married,SUV,Small," $8,738 "
XP39695,Arizona,Basic,Bachelor,Employed,F,43000,Suburban,Married,SUV,Medsize," $21,886 "
QC28119,Oregon,Basic,High School or Below,Employed,M,90043,Urban,Married,Four-Door Car,Medsize," $7,682 "
TQ89058,Nevada,Basic,Master,Employed,F,59124,Rural,Married,Four-Door Car,Small," $2,778 "
IW78492,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $4,127 "
PJ74689,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Married,SUV,Medsize," $14,742 "
IJ71609,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,065 "
FP17993,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $5,504 "
ZX85480,Washington,Basic,High School or Below,Employed,F,66685,Rural,Married,Two-Door Car,Large," $7,995 "
JP27787,Oregon,Basic,College,Employed,F,65775,Rural,Divorced,Four-Door Car,Medsize," $5,674 "
QU58523,Arizona,Basic,Master,Employed,M,52979,Suburban,Divorced,Two-Door Car,Small," $5,795 "
EZ39383,Arizona,Basic,Bachelor,Employed,F,55436,Suburban,Divorced,Four-Door Car,Small," $10,707 "
IR74017,Oregon,Extended,College,Employed,F,32116,Rural,Married,SUV,Medsize," $5,321 "
DH68234,California,Basic,Master,Employed,M,56070,Rural,Divorced,Two-Door Car,Medsize," $20,499 "
TZ37274,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $4,628 "
QG67362,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,SUV,Small," $27,288 "
TN36916,California,Basic,Bachelor,Employed,F,93621,Rural,Married,SUV,Large," $4,030 "
FL74984,Oregon,Basic,Bachelor,Employed,M,79192,Suburban,Divorced,Two-Door Car,Small," $2,744 "
FV15346,Arizona,Extended,College,Employed,M,96853,Suburban,Divorced,Two-Door Car,Medsize," $35,444 "
PC27174,Oregon,Premium,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,032 "
RL28880,Nevada,Basic,Bachelor,Employed,F,69959,Suburban,Divorced,Two-Door Car,Medsize," $7,553 "
YS49138,California,Premium,High School or Below,Employed,F,62366,Rural,Married,Four-Door Car,Medsize," $8,679 "
XJ34057,California,Extended,Bachelor,Employed,M,67134,Rural,Married,Sports Car,Medsize," $10,340 "
NJ54277,California,Extended,College,Employed,F,41479,Rural,Married,Two-Door Car,Large," $3,747 "
RL64888,California,Basic,College,Employed,F,29697,Suburban,Married,Four-Door Car,Medsize," $2,571 "
UM28580,Oregon,Basic,High School or Below,Employed,F,58577,Urban,Married,SUV,Medsize," $4,428 "
TO87218,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $7,413 "
YQ79307,Washington,Basic,Bachelor,Employed,M,51144,Urban,Married,Two-Door Car,Medsize," $4,769 "
KZ80383,Arizona,Extended,High School or Below,Employed,F,29587,Suburban,Married,Four-Door Car,Medsize," $6,035 "
TS78649,Arizona,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $16,280 "
JR26812,Nevada,Extended,College,Unemployed,M,0,Suburban,Single,SUV,Medsize," $12,521 "
ZM52280,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Luxury SUV,Large," $11,973 "
UX93878,Oregon,Basic,Bachelor,Employed,F,34505,Urban,Married,SUV,Small," $8,514 "
WY65854,Oregon,Extended,Bachelor,Unemployed,F,0,Rural,Married,Four-Door Car,Large," $9,085 "
ES97823,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $24,096 "
CX34236,Oregon,Basic,College,Employed,M,37937,Suburban,Married,SUV,Medsize," $9,095 "
CQ81839,Oregon,Extended,College,Employed,F,21897,Suburban,Single,SUV,Medsize," $21,418 "
KZ67768,Nevada,Extended,College,Medical Leave,M,23811,Suburban,Divorced,SUV,Large," $4,870 "
XU67970,Washington,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Small," $2,122 "
IQ40799,Washington,Basic,Bachelor,Unemployed,M,0,Suburban,Single,SUV,Small," $6,328 "
BV80674,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,SUV,Medsize," $4,341 "
TH72397,California,Extended,Bachelor,Employed,M,50562,Suburban,Married,Four-Door Car,Medsize," $6,280 "
RA14734,Arizona,Basic,High School or Below,Employed,F,64125,Urban,Married,SUV,Large," $8,647 "
IY31142,Oregon,Basic,College,Employed,M,83800,Urban,Single,Four-Door Car,Medsize," $2,444 "
CK29372,California,Basic,College,Employed,F,23840,Suburban,Married,Four-Door Car,Small," $5,070 "
XI62151,Oregon,Basic,College,Employed,M,88430,Suburban,Married,Four-Door Car,Medsize," $13,298 "
ZQ37702,California,Extended,High School or Below,Employed,F,26255,Rural,Married,Four-Door Car,Medsize," $7,032 "
GE13332,Nevada,Extended,High School or Below,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $3,616 "
LZ84227,Arizona,Premium,College,Employed,M,95715,Rural,Married,Four-Door Car,Medsize," $14,120 "
EX97404,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,155 "
UP57305,California,Basic,Bachelor,Employed,M,22726,Suburban,Married,Four-Door Car,Medsize," $5,087 "
IC82877,Arizona,Basic,Bachelor,Employed,M,58092,Urban,Married,Two-Door Car,Medsize," $14,032 "
JO63956,California,Basic,College,Employed,M,83365,Suburban,Married,SUV,Medsize," $8,656 "
MD47500,California,Basic,College,Medical Leave,M,12153,Suburban,Single,Four-Door Car,Large," $4,861 "
LZ10377,California,Extended,High School or Below,Employed,M,47451,Suburban,Married,Four-Door Car,Medsize," $6,802 "
UB17669,Nevada,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,Four-Door Car,Medsize," $2,359 "
DP77737,Oregon,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,SUV,Medsize," $15,114 "
QT39597,Arizona,Basic,High School or Below,Employed,M,26242,Urban,Married,Four-Door Car,Medsize," $2,927 "
MQ74051,Arizona,Basic,Bachelor,Employed,F,55067,Urban,Single,SUV,Medsize," $13,014 "
MN98042,California,Basic,College,Employed,M,62291,Suburban,Married,Sports Car,Medsize," $7,902 "
XJ60303,California,Premium,Bachelor,Employed,F,25048,Suburban,Married,SUV,Medsize," $13,407 "
GU42671,Arizona,Extended,Bachelor,Medical Leave,F,16654,Suburban,Married,Four-Door Car,Medsize," $6,107 "
NT75612,Oregon,Basic,College,Employed,F,22784,Urban,Married,Four-Door Car,Medsize," $19,339 "
AX28231,Washington,Basic,High School or Below,Employed,M,49345,Urban,Married,Two-Door Car,Medsize," $5,431 "
GA89827,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $7,330 "
UX91266,California,Extended,Bachelor,Employed,M,34307,Rural,Divorced,Four-Door Car,Medsize," $3,484 "
CY90231,Nevada,Basic,Master,Employed,M,44096,Suburban,Divorced,Four-Door Car,Small," $25,253 "
QD26729,California,Basic,College,Employed,M,43204,Urban,Married,Four-Door Car,Medsize," $2,524 "
RZ98310,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $17,349 "
VJ73478,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $4,059 "
KR29524,Oregon,Basic,Bachelor,Employed,F,78596,Rural,Married,SUV,Medsize," $4,743 "
ID58813,California,Basic,Bachelor,Employed,M,38925,Rural,Divorced,Sports Car,Medsize," $4,364 "
SL98898,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Sports Car,Medsize," $9,049 "
OL55220,California,Basic,Bachelor,Employed,F,48345,Urban,Single,Four-Door Car,Large," $5,241 "
YU90693,California,Basic,High School or Below,Employed,F,77993,Suburban,Single,Four-Door Car,Medsize," $2,482 "
NM70181,Oregon,Extended,Master,Employed,M,25748,Rural,Married,Four-Door Car,Medsize," $3,586 "
ZU30804,California,Basic,College,Medical Leave,M,22520,Suburban,Married,Four-Door Car,Medsize," $5,499 "
ZT31931,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $10,377 "
BS29584,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,590 "
SX63814,Arizona,Premium,High School or Below,Employed,M,75986,Rural,Married,Four-Door Car,Medsize," $9,313 "
YL81070,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Luxury Car,Medsize," $14,396 "
RW24925,Oregon,Basic,College,Employed,F,58542,Rural,Married,SUV,Medsize," $31,921 "
FB84409,Arizona,Basic,Bachelor,Employed,M,43640,Rural,Married,Four-Door Car,Medsize," $4,921 "
YP38413,Oregon,Basic,College,Employed,F,86901,Urban,Single,Two-Door Car,Medsize," $25,806 "
ZE53116,Arizona,Basic,High School or Below,Employed,M,94115,Suburban,Married,Four-Door Car,Small," $5,964 "
SU95720,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,SUV,Small," $8,923 "
UM94104,Oregon,Basic,High School or Below,Employed,M,65375,Rural,Married,Four-Door Car,Medsize," $5,215 "
ET64307,California,Basic,Bachelor,Employed,F,44341,Urban,Married,Sports Car,Medsize," $12,523 "
RV75918,California,Extended,College,Employed,F,69161,Urban,Married,Four-Door Car,Medsize," $7,810 "
DZ64604,California,Premium,High School or Below,Employed,M,60774,Suburban,Married,SUV,Small," $12,269 "
WF98532,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,SUV,Large," $3,123 "
GQ15613,Arizona,Basic,High School or Below,Employed,F,54008,Suburban,Married,Four-Door Car,Medsize," $8,004 "
XU63766,Oregon,Basic,Bachelor,Unemployed,F,0,Urban,Married,Four-Door Car,Medsize," $8,106 "
NH95163,Oregon,Premium,College,Medical Leave,F,16476,Urban,Divorced,Four-Door Car,Medsize," $3,707 "
TQ73797,California,Basic,Bachelor,Employed,M,25949,Suburban,Married,SUV,Small," $8,100 "
CD38665,California,Basic,High School or Below,Employed,M,41433,Suburban,Married,Luxury Car,Medsize," $14,510 "
JM30137,Washington,Extended,College,Unemployed,F,0,Suburban,Single,Luxury Car,Large," $16,794 "
CJ29883,Arizona,Basic,Doctor,Employed,F,68931,Urban,Married,Four-Door Car,Medsize," $5,332 "
LJ35581,Washington,Premium,Bachelor,Unemployed,F,0,Suburban,Single,SUV,Medsize," $10,026 "
YL91288,California,Basic,Master,Employed,F,98044,Urban,Single,Four-Door Car,Small," $8,923 "
MI95708,Arizona,Premium,High School or Below,Retired,F,15083,Suburban,Married,Four-Door Car,Large," $12,948 "
AX45422,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $13,787 "
KT92231,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $7,706 "
BM53580,Oregon,Extended,Bachelor,Unemployed,F,0,Rural,Divorced,Four-Door Car,Medsize," $8,520 "
ZB32409,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,242 "
XA21742,California,Extended,Bachelor,Employed,F,22955,Suburban,Single,Four-Door Car,Small," $27,069 "
RD22761,Washington,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $20,580 "
PZ10136,Oregon,Basic,Master,Employed,M,51641,Rural,Single,Four-Door Car,Medsize," $2,466 "
OG62048,California,Basic,Master,Medical Leave,F,10211,Suburban,Divorced,SUV,Medsize," $9,053 "
HE72629,Arizona,Extended,Bachelor,Unemployed,F,0,Rural,Divorced,Two-Door Car,Large," $3,007 "
KW52549,Arizona,Extended,Bachelor,Employed,F,33806,Urban,Divorced,Four-Door Car,Medsize," $27,790 "
OZ82391,California,Extended,Master,Employed,M,50269,Rural,Divorced,Two-Door Car,Large," $6,289 "
HH22446,Nevada,Basic,Bachelor,Disabled,M,18375,Suburban,Married,Sports Car,Large," $3,954 "
HW16019,Oregon,Basic,Bachelor,Disabled,M,24133,Rural,Married,Two-Door Car,Medsize," $7,583 "
IS30186,California,Extended,College,Employed,F,88375,Rural,Divorced,Four-Door Car,Medsize," $6,186 "
HN45134,Arizona,Basic,Master,Employed,M,88997,Rural,Divorced,Four-Door Car,Small," $5,757 "
XI79589,California,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,SUV,Medsize," $4,474 "
LK57294,Oregon,Basic,High School or Below,Employed,M,23402,Suburban,Married,Four-Door Car,Medsize," $4,786 "
EZ51276,Arizona,Extended,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,121 "
JF16295,Oregon,Premium,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,548 "
KR62128,California,Basic,Master,Employed,F,63885,Rural,Single,SUV,Medsize," $9,012 "
TG70775,California,Basic,High School or Below,Employed,F,92766,Suburban,Married,Two-Door Car,Large," $20,097 "
XR75319,Arizona,Basic,College,Employed,M,45515,Urban,Married,Two-Door Car,Large," $4,787 "
QB26845,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,SUV,Medsize," $11,578 "
XM14899,Oregon,Extended,College,Unemployed,M,0,Suburban,Married,SUV,Medsize," $8,701 "
QQ51185,Nevada,Basic,College,Employed,F,64987,Urban,Married,Four-Door Car,Small," $2,659 "
XW51700,Arizona,Basic,High School or Below,Employed,F,73180,Rural,Single,Four-Door Car,Medsize," $5,140 "
FB68802,Arizona,Basic,College,Unemployed,M,0,Suburban,Married,SUV,Small," $4,025 "
ON67674,California,Basic,College,Employed,F,50071,Rural,Single,Two-Door Car,Medsize," $2,771 "
MS20849,California,Extended,College,Employed,M,53058,Rural,Married,Four-Door Car,Medsize," $6,746 "
PZ53130,California,Basic,College,Medical Leave,F,16370,Urban,Married,Two-Door Car,Large," $8,467 "
FW43809,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,Sports Car,Medsize," $8,007 "
ZT52415,Oregon,Basic,Bachelor,Employed,F,62534,Suburban,Married,Two-Door Car,Medsize," $8,146 "
GI46001,California,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,Two-Door Car,Large," $6,846 "
DY27653,Oregon,Extended,High School or Below,Employed,F,56178,Suburban,Married,Four-Door Car,Medsize," $3,756 "
GB70718,Arizona,Basic,High School or Below,Medical Leave,F,28646,Suburban,Married,Four-Door Car,Small," $2,393 "
YE12395,Oregon,Extended,High School or Below,Employed,M,31267,Suburban,Married,Sports Car,Large," $40,637 "
MA94219,Nevada,Premium,College,Employed,M,78250,Suburban,Married,Four-Door Car,Medsize," $9,068 "
FJ28407,California,Premium,High School or Below,Unemployed,M,0,Suburban,Married,SUV,Medsize," $5,620 "
CJ72056,California,Basic,Bachelor,Employed,M,65636,Suburban,Married,Four-Door Car,Medsize," $8,014 "
FE20514,Oregon,Basic,College,Employed,M,26733,Urban,Single,Four-Door Car,Medsize," $5,065 "
RY43586,Oregon,Basic,Master,Disabled,F,12590,Rural,Married,Two-Door Car,Medsize," $8,373 "
SK66747,Washington,Basic,Bachelor,Employed,M,33481,Suburban,Single,Luxury SUV,Medsize," $66,026 "
SC31713,California,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $8,175 "
TH72420,Oregon,Basic,Doctor,Employed,M,25752,Suburban,Married,Two-Door Car,Small," $8,720 "
FD75102,California,Extended,College,Disabled,F,27982,Rural,Divorced,Two-Door Car,Medsize," $3,238 "
